WELL_NAME,LAT,LONG,X,Y
Waihapa-4,-39.362344,174.36691399999998,426633.5829140823,389064.93256052217
Mangahewa-1,-39.066573,174.3127009,422065.7300400025,421967.6235851789
Waihapa-3,-39.385745,174.36715,426644.9604877735,386462.80232521164
Ngatoro-3ST1,-39.184608399999995,174.1883756,411313.2499689013,408865.5981994066
Kapuni-15A,-39.431282700000004,174.1811167,410650.04370896745,381437.5590871542
Maui-4,-40.0383342,173.24102209999998,330518.70931997924,313628.0608595633
Waihapa-7A,-39.363364000000004,174.360344,426068.38003079104,388953.4266535231
Wawiri-1,-39.2995843,174.414882,430784.9670395406,396028.2353791637
Maui-3,-39.5346325,173.4515882,348071.14160926774,369779.1293854459
Standish-1,-39.308246200000006,174.40720459999997,430120.62562045205,395067.66620822327
Hu Road-1,-39.417134000000004,174.3889836,428508.5717024704,382965.8673818535
Surville-1,-40.720474200000005,173.4474021,348600.3384867344,237902.78187500688
Kapuni-12,-39.4318577,174.1810382,410643.214154758,381373.631054034
Tariki-D1,-39.210476799999995,174.3604761,426136.7041991956,405953.5724978509
Kopuwai-1,-39.3024813,173.1425425,321307.88987911714,395369.436207432
Moki-2A,-39.98891810000001,173.3183307,337055.68872170575,319179.69087382866
Kapuni-15,-39.431282700000004,174.1811167,410650.04370896745,381437.5590871542
Ngaere-2A,-39.3448745,174.365222,426494.73286116443,391007.9389553764
MB-11A,-39.6452433,173.3157492,336522.78686881263,357393.32788315223
Tipoka-2,-39.316163700000004,173.7646459,374839.79615191644,394204.8791633861
Goldie-2 ST2,-39.1849271,174.1689054,409635.0942643655,408832.4130868143
Ahuroa South B-1ST1,-39.2652419,174.3405856,424403.9383843581,399869.55740111065
Romney-1,-37.8943,172.7313,283632.3537082769,551511.8001703462
Waihapa-2,-39.385467,174.366872,426621.1745882253,386493.79617425473
Waihapa-1B,-39.385714,174.37214699999998,427074.4209110315,386464.7667572806
Richmond-1,-39.0991722,174.229129,414843.78342643485,418359.78766460327
Cheal-B-H1-MM,-39.375375399999996,174.307323,421506.5342248459,387631.7563183332
Waihapa-5,-39.397689,174.370483,426926.8053837427,385133.70916168444
Pohokura South-1,-38.985833,174.302433,421203.5954098868,430947.99546580244
Hoki-1,-38.8512222,172.53106110000002,267852.62789857504,444831.1958908553
POW-01,-38.989057200000005,174.2746992,418805.6269192321,430595.60640580195
Maari-1A,-39.967780299999994,173.3026013,335695.98486378626,321519.1543724853
Kapuni-14,-39.450469,174.1724272,409901.0219556766,379305.11890090886
Goss-A1 ST1,-39.375575,174.3640444,426381.8953497357,387594.5595062074
New Plymouth-2,-39.0718722,174.0433639,398812.9633567916,421409.4347874231
Tawa B-1 ST2,-39.5694131,174.2940606,420310.1030475439,366058.74711545825
MR2P1-LL,-39.9858028,173.29375,334958.5425122562,319508.7364727373
Maui-2,-39.6110213,173.4496429,347961.31610669126,361284.03608715953
Maui-5,-39.616576,173.3768647,341731.5664558717,360622.0468330983
Kanuka-1,-38.653549600000005,173.61792519999997,361860.47539839306,467833.5830657578
McKee-3A,-39.0940554,174.33309690000002,423817.27041952696,418906.5502562495
Ngaere-1,-39.35713320000001,174.365805,426540.2178978491,389644.66992890293
Toka-1,-39.056188899999995,174.0322722,397854.9684651645,423153.14385914564
Pouri-2A,-39.0807778,174.33356669999998,423862.3225571201,420382.8277720872
Warea Deep-1,-39.2204273,173.7824398,376338.24930083175,404855.02330983203
Tuhua-2A,-39.064359,174.3529682,425542.94728648383,422203.22120734403
Fresne-1,-40.3510214,173.07934530000003,317129.7683408852,278719.8489471234
